C:\third-track-data\IMG\center_2021_07_04_12_22_30_885.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_30_885.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_30_885.jpg,0,0,0,8.087396E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_009.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_009.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_009.jpg,0,0,0,8.386537E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_155.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_155.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_155.jpg,0,0,0,8.741912E-07
C:\third-track-data\IMG\center_2021_07_04_12_22_31_271.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_271.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_271.jpg,0,0,0,7.286954E-07
C:\third-track-data\IMG\center_2021_07_04_12_22_31_352.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_352.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_352.jpg,0,0,0,4.065902E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_482.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_482.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_482.jpg,0,0,0,4.195107E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_603.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_603.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_603.jpg,0,0,0,6.041624E-07
C:\third-track-data\IMG\center_2021_07_04_12_22_31_695.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_695.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_695.jpg,0,0,0,8.115802E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_809.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_809.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_809.jpg,0,0,0,9.349168E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_31_892.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_31_892.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_31_892.jpg,0,0,0,2.967403E-07
C:\third-track-data\IMG\center_2021_07_04_12_22_32_011.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_011.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_011.jpg,0,0,0,5.692082E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_080.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_080.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_080.jpg,0,0,0,5.026743E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_165.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_165.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_165.jpg,0,0,0,7.486612E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_284.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_284.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_284.jpg,0,0,0,7.818138E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_438.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_438.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_438.jpg,0,0,0,5.262488E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_558.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_558.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_558.jpg,0,0,0,3.626235E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_630.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_630.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_630.jpg,0,0,0,1.32331E-05
C:\third-track-data\IMG\center_2021_07_04_12_22_32_707.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_707.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_707.jpg,0,0,0,1.792185E-05
C:\third-track-data\IMG\center_2021_07_04_12_22_32_822.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_822.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_822.jpg,0,0,0,8.777862E-06
C:\third-track-data\IMG\center_2021_07_04_12_22_32_912.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_32_912.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_32_912.jpg,0,0,0,1.297035E-05
C:\third-track-data\IMG\center_2021_07_04_12_22_33_048.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_048.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_048.jpg,0,0.3941937,0,0.5307397
C:\third-track-data\IMG\center_2021_07_04_12_22_33_166.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_166.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_166.jpg,0,0.7479374,0,1.273246
C:\third-track-data\IMG\center_2021_07_04_12_22_33_263.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_263.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_263.jpg,0,1,0,2.457733
C:\third-track-data\IMG\center_2021_07_04_12_22_33_368.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_368.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_368.jpg,0,1,0,3.862642
C:\third-track-data\IMG\center_2021_07_04_12_22_33_456.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_456.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_456.jpg,0,1,0,4.797946
C:\third-track-data\IMG\center_2021_07_04_12_22_33_571.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_571.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_571.jpg,0,1,0,6.18617
C:\third-track-data\IMG\center_2021_07_04_12_22_33_654.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_654.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_654.jpg,0,1,0,7.102699
C:\third-track-data\IMG\center_2021_07_04_12_22_33_798.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_798.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_798.jpg,0,0.7280944,0,8.446965
C:\third-track-data\IMG\center_2021_07_04_12_22_33_913.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_33_913.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_33_913.jpg,0,0.3811183,0,9.07303
C:\third-track-data\IMG\center_2021_07_04_12_22_34_005.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_005.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_005.jpg,0,0.1083559,0,9.133575
C:\third-track-data\IMG\center_2021_07_04_12_22_34_129.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_129.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_129.jpg,0,0,0,9.032023
C:\third-track-data\IMG\center_2021_07_04_12_22_34_276.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_276.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_276.jpg,0,0,0,8.905364
C:\third-track-data\IMG\center_2021_07_04_12_22_34_388.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_388.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_388.jpg,0,0,0,8.798214
C:\third-track-data\IMG\center_2021_07_04_12_22_34_481.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_481.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_481.jpg,0,0.27876,0,8.977925
C:\third-track-data\IMG\center_2021_07_04_12_22_34_591.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_591.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_591.jpg,0,0.2616312,0,9.378349
C:\third-track-data\IMG\center_2021_07_04_12_22_34_670.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_670.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_670.jpg,0,0.0316851,0,9.351516
C:\third-track-data\IMG\center_2021_07_04_12_22_34_743.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_743.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_743.jpg,0,0,0,9.297626
C:\third-track-data\IMG\center_2021_07_04_12_22_34_869.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_869.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_869.jpg,0,0,0,9.167244
C:\third-track-data\IMG\center_2021_07_04_12_22_34_936.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_34_936.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_34_936.jpg,0,0.2000691,0,9.242614
C:\third-track-data\IMG\center_2021_07_04_12_22_35_025.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_35_025.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_35_025.jpg,0,0,0,9.165221
C:\third-track-data\IMG\center_2021_07_04_12_22_35_163.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_35_163.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_35_163.jpg,0,0,0,9.036694
C:\third-track-data\IMG\center_2021_07_04_12_22_35_278.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_35_278.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_35_278.jpg,0,0.1857528,0,9.067529
C:\third-track-data\IMG\center_2021_07_04_12_22_35_374.jpg,C:\third-track-data\IMG\left_2021_07_04_12_22_35_374.jpg,C:\third-track-data\IMG\right_2021_07_04_12_22_35_374.jpg,0,0,0,8.990597
